0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,-1.325500000000000078e+01,2.640000000000000124e+00,9.320000000000000284e+00,1.481000000000000050e+01,1.181000000000000050e+01,-9.894523457569713576e-02
0.000000000000000000e+00,5.000000000000000278e-02,4.000000000000000000e+00,-1.349000000000000021e+01,4.009999999999999787e+00,1.003999999999999915e+01,1.648999999999999844e+01,1.369999999999999929e+01,-3.829824865026282277e-02
0.000000000000000000e+00,1.000000000000000056e-01,9.000000000000000000e+00,-1.411500000000000021e+01,3.410000000000000142e+00,1.000999999999999979e+01,1.607000000000000028e+01,1.307000000000000028e+01,-9.496751682018803042e-02
0.000000000000000000e+00,1.500000000000000222e-01,5.000000000000000000e+00,-1.241999999999999993e+01,4.030000000000000249e+00,8.970000000000000639e+00,1.599000000000000021e+01,1.275000000000000000e+01,-4.716215375038904783e-02
0.000000000000000000e+00,2.000000000000000111e-01,6.000000000000000000e+00,-1.325999999999999979e+01,3.450000000000000178e+00,1.053999999999999915e+01,1.500000000000000000e+01,1.368999999999999950e+01,-5.662350092595828249e-02
0.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000000e+01,-1.198499999999999943e+01,3.479999999999999982e+00,8.990000000000000213e+00,1.539000000000000057e+01,1.223000000000000043e+01,-9.513481134676474160e-02
0.000000000000000000e+00,3.000000000000000444e-01,3.000000000000000000e+00,-1.545500000000000007e+01,3.350000000000000089e+00,1.018999999999999950e+01,1.698000000000000043e+01,1.314000000000000057e+01,-3.459244119000708800e-02
0.000000000000000000e+00,3.500000000000000333e-01,9.000000000000000000e+00,-1.221499999999999986e+01,3.350000000000000089e+00,9.289999999999999147e+00,1.499000000000000021e+01,1.241000000000000014e+01,-8.611116309390945411e-02
0.000000000000000000e+00,4.000000000000000222e-01,4.000000000000000000e+00,-1.337500000000000000e+01,3.689999999999999947e+00,9.740000000000000213e+00,1.559999999999999964e+01,1.303999999999999915e+01,-3.992169447433172730e-02
0.000000000000000000e+00,4.500000000000000111e-01,3.000000000000000000e+00,-1.432000000000000028e+01,3.200000000000000178e+00,9.259999999999999787e+00,1.642000000000000171e+01,1.210999999999999943e+01,-3.472162343992421518e-02
0.000000000000000000e+00,5.000000000000000000e-01,7.000000000000000000e+00,-1.344500000000000028e+01,3.740000000000000213e+00,9.259999999999999787e+00,1.655999999999999872e+01,1.264000000000000057e+01,-7.250318285135692875e-02
0.000000000000000000e+00,5.500000000000000444e-01,7.000000000000000000e+00,-1.464000000000000057e+01,3.000000000000000000e+00,1.083999999999999986e+01,1.563000000000000078e+01,1.350000000000000000e+01,-7.443314858801794442e-02
0.000000000000000000e+00,6.000000000000000888e-01,1.000000000000000000e+01,-1.466000000000000014e+01,3.120000000000000107e+00,1.002999999999999936e+01,1.642000000000000171e+01,1.290000000000000036e+01,-1.113867235178283566e-01
0.000000000000000000e+00,6.500000000000000222e-01,8.000000000000000000e+00,-1.422499999999999964e+01,3.529999999999999805e+00,9.970000000000000639e+00,1.655000000000000071e+01,1.317999999999999972e+01,-8.435302942275921256e-02
0.000000000000000000e+00,7.000000000000000666e-01,6.000000000000000000e+00,-1.386999999999999922e+01,3.129999999999999893e+00,9.429999999999999716e+00,1.566999999999999993e+01,1.224000000000000021e+01,-6.648486007108264650e-02
0.000000000000000000e+00,7.500000000000000000e-01,9.000000000000000000e+00,-1.448000000000000043e+01,3.290000000000000036e+00,9.210000000000000853e+00,1.689999999999999858e+01,1.218999999999999950e+01,-1.046482541500259739e-01
0.000000000000000000e+00,8.000000000000000444e-01,1.300000000000000000e+01,-1.087500000000000000e+01,3.790000000000000036e+00,8.470000000000000639e+00,1.523000000000000043e+01,1.200000000000000000e+01,-1.135938168935696491e-01
0.000000000000000000e+00,8.500000000000000888e-01,1.000000000000000000e+01,-1.180000000000000071e+01,3.910000000000000142e+00,9.710000000000000853e+00,1.524000000000000021e+01,1.334999999999999964e+01,-8.547452037279851256e-02
0.000000000000000000e+00,9.000000000000000222e-01,7.000000000000000000e+00,-1.358000000000000007e+01,3.740000000000000213e+00,9.359999999999999432e+00,1.637000000000000099e+01,1.268999999999999950e+01,-7.294924276882128189e-02
0.000000000000000000e+00,9.500000000000000666e-01,6.000000000000000000e+00,-1.431499999999999950e+01,3.250000000000000000e+00,9.910000000000000142e+00,1.630999999999999872e+01,1.289000000000000057e+01,-6.521024086133149489e-02
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,-1.450000000000000000e+01,3.379999999999999893e+00,9.929999999999999716e+00,1.625000000000000000e+01,1.298000000000000043e+01,-5.462772546244026861e-02
5.000000000000000278e-02,0.000000000000000000e+00,9.600000000000000000e+01,2.180999999999999872e+01,1.293999999999999950e+01,4.400000000000000022e-01,3.900000000000000133e-01,6.099999999999999645e+00,1.010930825047030268e+01
5.000000000000000278e-02,5.000000000000000278e-02,9.800000000000000000e+01,2.188500000000000156e+01,1.157000000000000028e+01,3.099999999999999978e-01,4.000000000000000222e-01,5.990000000000000213e+00,1.040185639729880052e+01
5.000000000000000278e-02,1.000000000000000056e-01,9.700000000000000000e+01,2.233999999999999986e+01,1.286999999999999922e+01,5.400000000000000355e-01,5.699999999999999512e-01,6.549999999999999822e+00,7.846316248636859392e+00
5.000000000000000278e-02,1.500000000000000222e-01,9.800000000000000000e+01,2.146999999999999886e+01,1.175999999999999979e+01,3.800000000000000044e-01,4.000000000000000222e-01,5.860000000000000320e+00,1.025728987100132983e+01
5.000000000000000278e-02,2.000000000000000111e-01,9.900000000000000000e+01,2.125000000000000000e+01,1.102999999999999936e+01,3.599999999999999867e-01,3.900000000000000133e-01,5.679999999999999716e+00,1.044933747220163056e+01
5.000000000000000278e-02,2.500000000000000000e-01,9.500000000000000000e+01,2.193499999999999872e+01,1.261999999999999922e+01,4.400000000000000022e-01,5.400000000000000355e-01,6.110000000000000320e+00,8.574181669394434380e+00
